flow_id,src_asset_id,dst_asset_id,protocol,controlStrength,pExploit,attackCost_min,impactFactor,riskWeight,cve_count
F0001,E_ENT_13,D_DMZ_02,SSH,0.7379722726867362,0.6546680300973238,0.527149141628802,0.21956512058912298,0.11910505548602286,6
F0001,E_ENT_13,D_DMZ_02,SSH,0.7379722726867362,0.5068735196710489,0.602862876357109,0.6586953617673689,0.2766495867938342,4
F0002,E_ENT_10,D_DMZ_05,RDP,0.8539636339108343,0.4643341524709702,0.7214935133759957,0.99,0.42238691259767275,3
F0002,E_ENT_10,D_DMZ_05,RDP,0.8539636339108343,0.34538677193399014,0.5613176198978251,0.21956512058912298,0.06283721949444704,3
F0003,E_ENT_03,D_DMZ_05,RDP,0.5476556443585103,0.8871981970658059,0.5728160265372474,0.8782604823564919,0.645639842888122,3
F0003,E_ENT_03,D_DMZ_05,RDP,0.5476556443585103,0.7339510358838459,0.4718918874934113,0.21956512058912298,0.1335296115669116,4
F0004,E_ENT_01,D_DMZ_05,RDP,0.5184654398137047,0.9149566265525394,0.5955942686104546,0.99,0.8323008389404879,3
F0004,E_ENT_01,D_DMZ_05,RDP,0.5184654398137047,0.7645913193773594,0.4633698407919794,0.21956512058912298,0.13910344479072537,4
F0005,E_ENT_08,D_DMZ_12,HTTPS,0.423217355671494,0.99,0.4975806951110751,0.6586953617673689,0.5416480104471842,3
F0005,E_ENT_08,D_DMZ_12,HTTPS,0.423217355671494,0.8567900629228388,0.4978327210930855,0.6586953617673689,0.4676329563148352,2
F0006,E_ENT_04,D_DMZ_02,RDP,0.6147896950028737,0.8156973406904492,0.49120644505279387,0.21956512058912298,0.14840148908980105,4
F0006,E_ENT_04,D_DMZ_02,RDP,0.6147896950028737,0.6592069501580021,0.5617581077867371,0.6586953617673689,0.35979311919026796,2
F0007,E_ENT_09,D_DMZ_11,RDP,0.4115643575622255,0.99,0.43191008424996197,0.21956512058912298,0.18203486011613984,4
F0007,E_ENT_09,D_DMZ_11,RDP,0.4115643575622255,0.8672642299260519,0.5557295570843109,0.99,0.7889169007609566,2
F0008,E_ENT_03,D_DMZ_02,SSH,0.6464165132389056,0.7781520435092624,0.607815298419535,0.8782604823564919,0.5662839787947688,4
F0008,E_ENT_03,D_DMZ_02,SSH,0.6464165132389056,0.6219841461632883,0.5723119745732265,0.6586953617673689,0.339477443746472,2
F0009,E_ENT_07,D_DMZ_09,HTTPS,0.624462410142913,0.804483269106924,0.5293649629839112,0.43913024117824595,0.29272299051558615,6
F0009,E_ENT_07,D_DMZ_09,HTTPS,0.624462410142913,0.6479608579744015,0.6003214285119686,0.8782604823564919,0.4715402570965904,2
F0010,E_ENT_08,D_DMZ_06,RDP,0.16540225333543626,0.99,0.4115941137178123,0.6586953617673689,0.6086151511619636,4
F0010,E_ENT_08,D_DMZ_06,RDP,0.16540225333543626,0.99,0.46331296767214514,0.99,0.95256164819875,3
F0011,E_ENT_09,D_DMZ_09,RDP,0.6893543487152621,0.7230423035938962,0.5129632012874101,0.21956512058912298,0.13154475270333627,4
F0011,E_ENT_09,D_DMZ_09,RDP,0.6893543487152621,0.5693605771251996,0.6233293933829375,0.8782604823564919,0.41434032805377585,3
F0012,E_ENT_04,D_DMZ_10,RDP,0.5921366685059768,0.8410473636143736,0.48459689640068876,0.21956512058912298,0.15301410135452487,4
F0012,E_ENT_04,D_DMZ_10,RDP,0.5921366685059768,0.6850647283116925,0.5541995586448494,0.6586953617673689,0.37390663082660275,3
F0013,E_ENT_07,D_DMZ_12,HTTPS,0.6200305518194412,0.8096511652405105,0.5279788200828539,0.43913024117824595,0.29460278085441244,3
F0013,E_ENT_07,D_DMZ_12,HTTPS,0.6200305518194412,0.6531287541079881,0.5635077925910484,0.6586953617673689,0.35647565854249974,7
F0014,E_ENT_14,D_DMZ_06,RDP,0.6202945183026575,0.8093435387612155,0.5633104094104473,0.6586953617673689,0.44173720595268584,3
F0014,E_ENT_14,D_DMZ_06,RDP,0.6202945183026575,0.6528794508645445,0.6340929101013647,0.99,0.5938993160025628,3
F0015,E_ENT_01,D_DMZ_10,HTTPS,0.8229716176627797,0.5190848042283488,0.709863517949506,0.99,0.47219147389354965,3
F0015,E_ENT_01,D_DMZ_10,HTTPS,0.8229716176627797,0.39022018641089445,0.6312269509254056,0.6586953617673689,0.21298118164320443,2
F0016,D_DMZ_10,C3_L3_07,OPC_UA,0.33366432168741716,0.9327337775586478,0.46794979967745187,0.6586953617673689,0.509083009469531,3
F0017,D_DMZ_09,C3_L3_05,MQTTS,0.21668121594338116,0.99,0.4557399214604958,0.8782604823564919,0.7395066065034942,3
F0018,D_DMZ_08,C3_L3_10,MQTT,0.7586824203719448,0.4793735421706378,0.6860470626495214,0.99,0.4360676667459324,3
F0019,D_DMZ_10,C3_L3_11,MQTT,0.5211777755805171,0.7617357680063556,0.5305213830872069,0.6586953617673689,0.4157530315845596,3
F0020,D_DMZ_11,C3_L3_02,MQTTS,0.8519299164308327,0.3483258055837617,0.7210552558055086,0.99,0.31685858301758374,3
F0021,D_DMZ_06,C3_L3_04,HTTPS,0.8079875121519532,0.4115196034252894,0.704557590416738,0.99,0.37434354944437087,5
F0022,D_DMZ_06,C3_L3_12,MQTTS,0.5015876152411004,0.7818001047321307,0.5895266873355931,0.99,0.7111734744236524,3
F0023,D_DMZ_05,C3_L3_12,MQTT,0.7302894587278649,0.5170091831877514,0.525210994917589,0.21956512058912298,0.09406025614609814,6
F0024,D_DMZ_04,C3_L3_10,MQTTS,0.7351135263604069,0.5106336529941807,0.6395538447646614,0.8782604823564919,0.37160240525908733,2
F0025,D_DMZ_03,C3_L3_08,HTTPS,0.7845415175151921,0.4441291538234357,0.5410507163710226,0.21956512058912298,0.0808018566616811,2
F0026,D_DMZ_12,C3_L3_06,OPC_UA,0.4165530034879468,0.8628007869941225,0.4956090936234892,0.6586953617673689,0.4709140070777894,2
F0027,D_DMZ_03,C3_L3_07,HTTPS,0.6437768484067438,0.6251404624564282,0.4999537539151378,0.21956512058912298,0.11373303705232105,4
F0028,D_DMZ_03,C3_L3_05,MQTT,0.6051800325855459,0.6702574879625711,0.48868618523268975,0.21956512058912298,0.12194190565424612,2
F0029,D_DMZ_10,C3_L3_05,OPC_UA,0.6542959661974197,0.6125071921338499,0.5749415199961495,0.6586953617673689,0.3343051595380356,2
F0030,D_DMZ_04,C3_L3_11,OPC_UA,0.44997735866636596,0.832065585293243,0.5384568560428977,0.8782604823564919,0.6055192706703493,2
F0031,D_DMZ_03,C3_L3_01,HTTPS,0.6977221931022368,0.5588246561075556,0.5157031474723641,0.21956512058912298,0.10166784150738037,5
F0032,D_DMZ_07,C3_L3_03,HTTPS,0.5341506061058666,0.7482653877103792,0.5348504311498814,0.6586953617673689,0.40840031541697547,3
F0033,D_DMZ_10,C3_L3_07,MQTT,0.7582709746389964,0.47987214865752514,0.6096363534134421,0.6586953617673689,0.26191294598596826,4
F0034,D_DMZ_06,C3_L3_08,MQTTS,0.27910768618868664,0.9739088384769454,0.5060012623241754,0.99,0.8859273978594129,5
F0035,D_DMZ_09,C3_L3_12,HTTPS,0.6259842250097141,0.6461802838916411,0.6008611655707873,0.8782604823564919,0.4702440651972116,3
F0037,C3_L3_01,C2_L2_05,SSH,0.2789452452759383,0.006434997022281918,0.7712061959071571,0.99,0.005853669195670047,3
F0038,C3_L3_11,C2_L2_06,OPC_UA,0.27736892720814926,0.006446432950880251,0.7703040321042968,0.99,0.005864072019902622,3
F0045,C3_L3_02,C2_L2_06,HTTPS,0.7239115155220585,0.0028109512494702248,0.99,0.99,0.0025570141963669763,4
F0052,C3_L3_01,C2_L2_06,OPC_UA,0.43791825827522635,0.0051404499049506345,0.8621819996168563,0.99,0.004676069492542538,5
F0060,C3_L3_01,C2_L2_05,SSH,0.2789452452759383,0.006434997022281918,0.7712061959071571,0.99,0.005853669195670047,4
F0061,C2_L2_05,C1_L1_21,OPC_UA,0.5852852955347257,0.003938533809265848,0.9465147998980772,0.99,0.003582732665698888,3
F0062,C2_L2_06,C1_L1_19,EtherNet/IP,0.4664116767995585,0.004907156961544644,0.8784878576210878,0.99,0.004463851878198004,3
F0064,C2_L2_06,C1_L1_12,HTTPS,0.4270999072242244,0.005227362962297965,0.8559906356694145,0.99,0.004755130956710109,3
F0066,C2_L2_05,C1_L1_17,HTTPS,0.5733950481976273,0.004035739202351678,0.9397100983837958,0.99,0.0036711566716757767,3
F0067,C2_L2_10,C1_L1_08,S7comm,0.8299245162044985,0.0003670933080064858,0.99,0.6586953617673689,0.00020077450768870073,6
F0068,C2_L2_05,C1_L1_12,HTTPS,0.7904310692925379,0.0022677446410494123,0.99,0.99,0.0020628800453196556,3
F0069,C2_L2_05,C1_L1_15,HTTPS,0.7722451678962226,0.002415268119967907,0.99,0.99,0.0021970764779198756,6
F0074,C2_L2_05,C1_L1_17,OPC_UA,0.7215807021621616,0.0028292487352275576,0.99,0.99,0.0025736587151390963,3
F0077,C2_L2_05,C1_L1_04,S7comm,0.2264661435560428,0.0068604135661399016,0.7411749583162696,0.99,0.006240654257121843,3
F0082,C2_L2_12,C1_L1_08,EtherNet/IP,0.6590110274279858,0.0006312632586279756,0.9165928479100083,0.6586953617673689,0.00034433348209823806,2
F0083,C2_L2_10,C1_L1_07,HTTPS,0.5433178307739981,0.0008096637447619687,0.9224987310990667,0.99,0.0007365199556663218,3
F0084,C2_L2_06,C1_L1_01,HTTPS,0.35537369472407165,0.005811738913672775,0.8149438553780891,0.99,0.0052867152749947,4
F0084,C2_L2_06,C1_L1_01,HTTPS,0.35537369472407165,0.001098992738299791,0.8149438553780891,0.99,0.0009997114087504737,3
F0036,C3_L3_02,C2_L2_08,OPC_UA,0.99,0.7723826175314035,0.12445176810779988,0.99,0.6173035899610104,6
F0039,C3_L3_07,C2_L2_12,OPC_UA,0.897379173913497,0.22997652411247446,0.6512529800623219,0.99,0.07313185435500343,3
F0040,C3_L3_02,C2_L2_07,HTTPS,0.5017500561538488,0.7254953102782387,0.15065800960003373,0.99,0.2679767522311363,5
F0041,C3_L3_12,C2_L2_13,HTTPS,0.22421120720144297,0.77912981540442,0.11419230335339343,0.99,0.1334682349039394,5
F0042,C3_L3_05,C2_L2_12,HTTPS,0.7161293133731503,0.2324924284041077,0.6854883678840913,0.99,0.054614827221019624,4
F0043,C3_L3_09,C2_L2_11,HTTPS,0.7798232502139797,0.4156960045494006,0.46479835974310924,0.99,0.16093169087793785,4
F0044,C3_L3_02,C2_L2_09,HTTPS,0.7148468851146101,0.1604460782346105,0.7634379968333315,0.99,0.030792359728422498,6
F0046,C3_L3_04,C2_L2_08,SSH,0.7380374627898786,0.8064616847544356,0.09679581963939991,0.99,0.4627176218649434,7
F0047,C3_L3_08,C2_L2_11,SSH,0.21534107841320668,0.5142737090670302,0.3167052163316771,0.99,0.06751432926941284,3
F0048,C3_L3_06,C2_L2_14,SSH,0.26952367233652963,0.12671008886952845,0.9553568972934781,0.6586953617673689,0.004161129693030067,2
F0049,C3_L3_03,C2_L2_11,HTTPS,0.36688135096403895,0.6862700751859568,0.17073087542387244,0.6586953617673689,0.18152928285843667,6
F0050,C3_L3_04,C2_L2_12,HTTPS,0.7961742105103671,0.3373598936508203,0.6025205224788913,0.6586953617673689,0.1050685247490092,3
F0051,C3_L3_06,C2_L2_01,SSH,0.5359481430482538,0.16387685681411035,0.7632149649908444,0.6586953617673689,0.023614411007945632,2
F0053,C3_L3_11,C2_L2_15,HTTPS,0.99,0.8608967048825001,0.06780168011607736,0.6586953617673689,0.6823212414146053,6
F0054,C3_L3_11,C2_L2_03,HTTPS,0.6467713183904351,0.5123296012053136,0.3136942864581013,0.6586953617673689,0.20275104429289,4
F0055,C3_L3_01,C2_L2_08,SSH,0.25306584301859725,0.28921463425183885,0.6601742537618057,0.6586953617673689,0.02538289112748341,4
F0056,C3_L3_09,C2_L2_04,SSH,0.2541345332340474,0.8788511127818827,0.061445272605195105,0.6586953617673689,0.17965677449657314,7
F0057,C3_L3_03,C2_L2_04,HTTPS,0.727350560635377,0.12922599316116168,0.8612374597639233,0.6586953617673689,0.018204942407006545,3
F0058,C3_L3_01,C2_L2_07,OPC_UA,0.99,0.2975628621286218,0.6591706104706139,0.6586953617673689,0.10371615759877442,6
F0059,C3_L3_12,C2_L2_07,OPC_UA,0.99,0.5054680440463138,0.3572970116643287,0.6586953617673689,0.29648049062839227,5
F0063,C2_L2_03,C1_L1_10,OPC_UA,0.6917631764608867,0.8113791340517187,0.08832060962489025,0.8782604823564919,0.43983140855327807,6
F0065,C2_L2_12,C1_L1_05,OPC_UA,0.8708756565703331,0.07925098518644694,0.9154341974882878,0.8782604823564919,0.01050685247490092,4
F0070,C2_L2_14,C1_L1_19,OPC_UA,0.4050335916556096,0.3604604694194527,0.5688427142633398,0.8782604823564919,0.06085652176056473,3
F0071,C2_L2_07,C1_L1_17,OPC_UA,0.99,0.8691305734732998,0.06233739997514349,0.8782604823564919,0.7163384766551261,7
F0072,C2_L2_13,C1_L1_20,OPC_UA,0.99,0.7310989152914218,0.13727609905080793,0.8782604823564919,0.5611283391051045,6
F0073,C2_L2_03,C1_L1_16,EtherNet/IP,0.5855353690451411,0.68878597947759,0.17251513016376918,0.8782604823564919,0.2902387960888472,6
F0075,C2_L2_09,C1_L1_18,S7comm,0.6447408069810798,0.7989139718795358,0.10114494056789829,0.8782604823564919,0.3986362245922804,5
F0076,C2_L2_01,C1_L1_02,EtherNet/IP,0.25306584301859725,0.9789154880172956,0.02397592306736288,0.8782604823564919,0.20628800453196558,6
F0078,C2_L2_12,C1_L1_18,OPC_UA,0.8197922642718156,0.4564079103594657,0.4379230227234141,0.8782604823564919,0.19338850248357237,4
F0079,C2_L2_14,C1_L1_06,S7comm,0.8182960979701854,0.4170683159812006,0.4849827414881915,0.99,0.16415656639003615,4
F0080,C2_L2_09,C1_L1_12,S7comm,0.6918700454824317,0.7898795882868528,0.11709171730572569,0.99,0.4163210257876582,6
F0081,C2_L2_08,C1_L1_02,OPC_UA,0.6571376134803016,0.5332573505402627,0.2942905161617239,0.99,0.2196036195496618,6
F0085,C2_L2_10,C1_L1_14,HTTPS,0.8283417859954169,0.27880793922735586,0.6405474516229414,0.99,0.08363870682990435,5
F0086,C2_L2_15,C1_L1_21,OPC_UA,0.25392079519095734,0.4613253596567488,0.40915191504257864,0.99,0.06314514309173126,3
F0087,C2_L2_11,C1_L1_09,HTTPS,0.7728767638135536,0.7424204846037713,0.14095612445184505,0.99,0.42661982177790764,8
F0088,C2_L2_04,C1_L1_09,S7comm,0.7513960904830055,0.32981218077592056,0.5221175432622931,0.99,0.11214244522716031,4
F0089,C2_L2_14,C1_L1_19,S7comm,0.7401748432207789,0.23969706342105743,0.7360050802074186,0.99,0.05128592346659557,8
F0090,C2_L2_14,C1_L1_16,EtherNet/IP,0.7465869845134798,0.07353302088728049,0.9404137638468427,0.99,0.007281976962802617,3
F0091,C1_L1_15,P0_L0_02,EtherNet/IP,0.9185392401794101,0.7137163038219557,0.17195755055755144,0.99,0.47197613543193534,4
F0092,C1_L1_09,P0_L0_09,EtherNet/IP,0.7895483311745761,0.9775431765854956,0.02274924793368385,0.99,0.6436227352694256,8
F0093,C1_L1_09,P0_L0_05,EtherNet/IP,0.8321890707710373,0.7662072160883038,0.1168686854632386,0.99,0.4858118916612603,4
F0094,C1_L1_19,P0_L0_03,ModbusTCP,0.8628604799544569,0.5944395685413437,0.24031681027984653,0.99,0.34256500197870027,7
